id,name,description
1892,Bistro Provenza Imperial,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Estacionamiento disponible."
1893,El Mercado Real,Artesanal y íntimo. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1894,La Esquina Del Valle,"Auténtica y íntimo. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1895,Brasa y Sazón Gourmet,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ofrecemos para llevar."
1896,Sabor a Mar Ayacucho,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos delivery."
1897,Noche de Tapas Sur,"Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos. Ofrecemos terraza."
1898,Panadería Dulce Hogar Real,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Música en vivo disponible."
1899,La Cantina Clásico,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ofrecemos buffet."
1900,Sabor Asiático Sur,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Wifi gratis disponible."
1901,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ofrecemos menú infantil."
1902,El Puerto Imperial,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente moderno."
1903,Doña Lupita Del Valle,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Ambiente rústico."
1904,Parrilla Norte Clásico,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ofrecemos terraza."
1905,Sakura Sushi Gourmet,"Comida tradicional. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1906,Pizza Roma Cusco,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente luminoso."
1907,El Rincón Vegetal Clásico,"Comida deliciosa. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1908,Café Central Gourmet,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ambiente íntimo."
1909,Tacos El Rey Norte,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Menú infantil disponible."
1910,La Tasca Tradicional,"Auténtica y moderno. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1911,Mar y Tierra,Artesanal y moderno. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
1912,Bistro Provenza Centro,"Casera y acogedor. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1913,El Mercado Real,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ofrecemos pet friendly.
1914,La Esquina Premium,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Estacionamiento disponible."
1915,Brasa y Sazón Moderno,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ambiente íntimo."
1916,Sabor a Mar Moquegua,"Comida tradicional. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1917,Noche de Tapas Express,"Fresca y amplio. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1918,Panadería Dulce Hogar Moderno,"Artesanal y moderno. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1919,La Cantina Clásico,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ofrecemos música en vivo."
1920,Sabor Asiático Clásico,"Gourmet y moderno. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1921,La Casa,"Comida selecta. Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor."
1922,El Puerto Tradicional,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ofrecemos menú infantil."
1923,Doña Lupita Gourmet,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Para llevar disponible."
1924,Parrilla Norte Norte,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente amplio."
1925,Sakura Sushi Real,"Deliciosa y acogedor. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1926,Pizza Roma Tumbes,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente íntimo."
1927,El Rincón Vegetal Centro,"Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno. Menú infantil disponible."
1928,Café Central Tradicional,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ambiente íntimo."
1929,Tacos El Rey Real,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ambiente luminoso."
1930,La Tasca Norte,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Terraza disponible."
1931,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos delivery.
1932,Bistro Provenza Clásico,"Comida selecta. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1933,El Mercado Oeste,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Ambiente íntimo.
1934,La Esquina Premium,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos wifi gratis."
1935,Brasa y Sazón Gourmet,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Delivery disponible."
1936,Sabor a Mar Moquegua,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Música en vivo disponible."
1937,Noche de Tapas Express,"Comida artesanal. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1938,Panadería Dulce Hogar Premium,"Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana. Reservas online disponible."
1939,La Cantina Norte,"Deliciosa y íntimo. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1940,Sabor Asiático Clásico,"Comida fresca. Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido."
1941,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Reservas online disponible."
1942,El Puerto Moderno,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Terraza disponible."
1943,Doña Lupita Premium,"Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias. Terraza disponible."
1944,Parrilla Norte Gourmet,"Comida deliciosa. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1945,Sakura Sushi Centro,"Comida gourmet. Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales."
1946,Pizza Roma Chimbote,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente moderno."
1947,El Rincón Vegetal Real,"Casera y familiar. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1948,Café Central Moderno,"Casera y íntimo. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1949,Tacos El Rey Imperial,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Wifi gratis disponible."
1950,La Tasca Clásico,"Comida artesanal. Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana."
1951,Mar y Tierra,Comida artesanal. Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón.
1952,Bistro Provenza Gourmet,"Comida tradicional. Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía."
1953,El Mercado Clásico,Tradicional y moderno. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1954,La Esquina Del Valle,"Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños. Ofrecemos pet friendly."
1955,Brasa y Sazón Express,"Comida deliciosa. Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar."
1956,Sabor a Mar Lima,"Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla. Ofrecemos buffet."
1957,Noche de Tapas Norte,"Auténtica y luminoso. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1958,Panadería Dulce Hogar Clásico,"Artesanal y familiar. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1959,La Cantina Gourmet,"Auténtica y amplio. Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero."
1960,Sabor Asiático Centro,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Ambiente elegante."
1961,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ambiente elegante."
1962,El Puerto Real,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ambiente elegante."
1963,Doña Lupita Este,"Fresca y elegante. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1964,Parrilla Norte Express,"Comida casera. Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal."
1965,Sakura Sushi Real,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Ambiente rústico."
1966,Pizza Roma Puno,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ambiente íntimo."
1967,El Rincón Vegetal Gourmet,"Casera y rústico. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1968,Café Central Gourmet,"Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis. Ofrecemos para llevar."
1969,Tacos El Rey Sur,"Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional. Ofrecemos buffet."
1970,La Tasca Real,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ofrecemos estacionamiento."
1971,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ambiente rústico.
1972,Bistro Provenza Moderno,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ofrecemos estacionamiento."
1973,El Mercado Clásico,Comida tradicional. Ingredientes locales y mercado-cocina: platillos del día con productos de temporada.
1974,La Esquina Tradicional,"Deliciosa y amplio. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1975,Brasa y Sazón Oeste,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Ofrecemos pet friendly."
1976,Sabor a Mar Tacna,"Artesanal y íntimo. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
1977,Noche de Tapas Premium,"Auténtica y luminoso. Bar de tapas y vinos, ambiente nocturno y música en vivo. Ideal para grupos."
1978,Panadería Dulce Hogar Oeste,"Casera y acogedor. Panadería y repostería: pan fresco, pasteles personalizados y café por la mañana."
1979,La Cantina Express,"Cantina mexicana clásica: botanas, tequilas, mezcales y platos fuertes estilo casero. Ambiente acogedor."
1980,Sabor Asiático Premium,"Cocina asiática variada: wok, dim sum, sushi y platos picantes. Servicio rápido. Pet friendly disponible."
1981,La Casa,"Restaurante tradicional de la casa: platos caseros, pollo a la brasa y guisos al estilo familiar. Ambiente acogedor. Ofrecemos wifi gratis."
1982,El Puerto Gourmet,"Mariscos frescos, ceviche, camarones y pescado a la plancha. Vista al mar y horario para cenas. Ofrecemos delivery."
1983,Doña Lupita Gourmet,"Comida fresca. Comida mexicana auténtica: tacos al pastor, mole poblano y salsas caseras. Excelente para familias."
1984,Parrilla Norte Del Valle,"Parrilla y carnes: cortes importados, parrilladas para dos y servicio de cerveza artesanal. Ambiente familiar."
1985,Sakura Sushi Real,"Sushi y cocina japonesa: nigiri, maki, ramen y menú vegetariano. Ideal para cenas formales. Wifi gratis disponible."
1986,Pizza Roma Trujillo,"Pizzas al horno de leña, masa fina, ingredientes italianos y opciones vegetarianas. Entrega a domicilio. Ofrecemos buffet."
1987,El Rincón Vegetal Este,"Comida deliciosa. Opciones veganas y vegetarianas, bowls, smoothies y postres saludables. Ambiente moderno."
1988,Café Central Imperial,"Comida selecta. Desayunos, brunch y café de especialidad. Tostadas, croissants y pastelería artesanal. Wifi gratis."
1989,Tacos El Rey Premium,"Casera y acogedor. Tacos y antojitos: pastor, bistec, suadero y salsa picante. Comida rápida tradicional."
1990,La Tasca Sur,"Tapas y platos españoles: paella, jamón ibérico, sangría y menú para compartir. Música en vivo fines de semana. Ambiente amplio."
1991,Mar y Tierra,Fusión mediterránea: platos con mariscos y carnes. Recomendado: risotto de camarón. Ofrecemos reservas online.
1992,Bistro Provenza Clásico,"Cocina francesa y platillos europeos: quiches, crepes y menú ejecutivo al mediodía. Ambiente luminoso."
1993,El Mercado Centro,Ingredientes locales y mercado-cocina: platillos del día con productos de temporada. Estacionamiento disponible.
1994,La Esquina Imperial,"Artesanal y moderno. Comida rápida y antojitos: hamburguesas gourmet, papas fritas y batidos. Excelente para niños."
1995,Brasa y Sazón Imperial,"Pollo rostizado, adobos caseros y guarniciones tradicionales. Servicio familiar y para llevar. Menú infantil disponible."
1996,Sabor a Mar Ayacucho,"Selecta y elegante. Especialidad en mariscos y pescados: cócteles de mariscos, filete a la mantequilla."
